X_hat, cp_s, h_hat, cr, T_design, CF,SHB_CF, CAPEX_total, Total_profit, Total_CO2
1.000000,1.600000,15.000000,1.000000,400.000000,0.236439,0.515715,13.516097,333751.552735,3304.497374
1.000000,1.600000,20.000000,1.000000,400.000000,0.252511,0.547745,13.566097,357684.111413,3528.899740
1.000000,1.600000,25.000000,1.000000,400.000000,0.266025,0.582820,13.616097,378959.824753,3718.013074
1.000000,1.600000,30.000000,1.000000,400.000000,0.277821,0.609808,13.666097,397777.706449,3882.887501
1.000000,1.600000,35.000000,1.000000,400.000000,0.288137,0.631783,13.716097,414047.518790,4026.847102
1.000000,1.600000,40.000000,1.000000,400.000000,0.296942,0.651865,13.766097,427815.467305,4150.143628
1.000000,1.600000,45.000000,1.000000,400.000000,0.304267,0.668988,13.816097,439028.834001,4252.525329
1.000000,1.600000,50.000000,1.000000,400.000000,0.310260,0.681526,13.866097,447877.832295,4336.292175
1.000000,1.600000,55.000000,1.000000,400.000000,0.313875,0.690278,13.916097,453412.500182,4386.818209
1.000000,1.600000,60.000000,1.000000,400.000000,0.314731,0.695405,13.966097,455101.469382,4398.784901
1.000000,1.600000,65.000000,1.000000,400.000000,0.314826,0.696052,14.016097,455550.733982,4400.114534
1.000000,1.600000,70.000000,1.000000,400.000000,0.314969,0.696528,14.066097,455710.156913,4402.108983
1.000000,1.600000,75.000000,1.000000,400.000000,0.315016,0.696651,14.116097,455828.676993,4402.773799
1.000000,1.600000,80.000000,1.000000,400.000000,0.315016,0.696737,14.166097,455836.670625,4402.773799
1.000000,1.600000,85.000000,1.000000,400.000000,0.315064,0.696632,14.216097,455784.367924,4403.438615
1.000000,1.600000,90.000000,1.000000,400.000000,0.315064,0.696670,14.266097,455873.373099,4403.438615
1.000000,1.600000,95.000000,1.000000,400.000000,0.315064,0.696709,14.316097,455878.066521,4403.438615
1.000000,1.600000,100.000000,1.000000,400.000000,0.315064,0.696709,14.366097,455878.066521,4403.438615
1.000000,1.800000,5.000000,1.000000,400.000000,0.201584,0.446252,13.686534,285842.564084,2817.480373
1.000000,1.800000,10.000000,1.000000,400.000000,0.223449,0.488356,13.736534,315621.696780,3122.697019
1.000000,1.800000,15.000000,1.000000,400.000000,0.242618,0.528016,13.786534,343457.262450,3390.617963
1.000000,1.800000,20.000000,1.000000,400.000000,0.260650,0.561054,13.836534,369734.433363,3642.888839
1.000000,1.800000,25.000000,1.000000,400.000000,0.276151,0.592466,13.886534,393748.904327,3859.313410
1.000000,1.800000,30.000000,1.000000,400.000000,0.290183,0.620938,13.936534,415596.837882,4055.434201
1.000000,1.800000,35.000000,1.000000,400.000000,0.301746,0.656174,13.986534,434519.510115,4217.290068
1.000000,1.800000,40.000000,1.000000,400.000000,0.312210,0.675333,14.036534,450894.055687,4363.549641
1.000000,1.800000,45.000000,1.000000,400.000000,0.321628,0.695843,14.086534,464738.846454,4495.183256
1.000000,1.800000,50.000000,1.000000,400.000000,0.329856,0.713632,14.136534,476910.248281,4610.196465
1.000000,1.800000,55.000000,1.000000,400.000000,0.336420,0.729709,14.186534,486416.575013,4701.941106
1.000000,1.800000,60.000000,1.000000,400.000000,0.338799,0.737633,14.236534,490465.658622,4735.181918
1.000000,1.800000,65.000000,1.000000,400.000000,0.340321,0.739384,14.286534,492326.798161,4756.456037
1.000000,1.800000,70.000000,1.000000,400.000000,0.340606,0.740192,14.336534,492881.437337,4760.444935
1.000000,1.800000,75.000000,1.000000,400.000000,0.341082,0.740487,14.386534,493108.535987,4767.093097
1.000000,1.800000,80.000000,1.000000,400.000000,0.341272,0.740630,14.436534,493410.940306,4769.752362
1.000000,1.800000,85.000000,1.000000,400.000000,0.341177,0.741334,14.486534,493481.426739,4768.422730
1.000000,1.800000,90.000000,1.000000,400.000000,0.341367,0.741143,14.536534,493565.462251,4771.081995
1.000000,1.800000,95.000000,1.000000,400.000000,0.341367,0.741220,14.586534,493591.064448,4771.081995
1.000000,1.800000,100.000000,1.000000,400.000000,0.341367,0.741324,14.636534,493610.747670,4771.081995
1.000000,2.000000,5.000000,1.000000,400.000000,0.205518,0.451494,13.950000,291077.879245,2872.061297
1.000000,2.000000,10.000000,1.000000,400.000000,0.227259,0.496119,14.000000,322084.261686,3176.187840
1.000000,2.000000,15.000000,1.000000,400.000000,0.247902,0.537053,14.050000,351630.870006,3464.718087
1.000000,2.000000,20.000000,1.000000,400.000000,0.266500,0.574163,14.100000,379338.398545,3724.661236
1.000000,2.000000,25.000000,1.000000,400.000000,0.283476,0.607382,14.150000,405305.868628,3961.695111
1.000000,2.000000,30.000000,1.000000,400.000000,0.298364,0.640126,14.200000,428907.020329,4169.782593
1.000000,2.000000,35.000000,1.000000,400.000000,0.312543,0.666581,14.250000,450936.897120,4368.203354
